State of Residence,Migrant Direction,Country of Birth SACC Code,Country of Birth SACC Label,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Total 
Australia,Departure,9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9115,Ghana,0,6,3,3,6,14,23,27,18,15,7,11,17,11,3,0,0,0,156
Australia,Departure,9116,Guinea,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6
Australia,Departure,9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9118,Liberia,0,0,0,0,0,3,3,6,3,3,4,3,0,0,0,0,0,0,21
Australia,Departure,9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9123,Niger,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10
Australia,Departure,9124,Nigeria,4,9,3,9,8,19,29,47,26,23,18,15,18,16,7,6,0,0,270
Australia,Departure,9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Australia,Departure,9127,Sierra Leone,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,21
Australia,Departure,9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Australia,Departure,9200,S & E Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9201,Angola,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6
Australia,Departure,9202,Botswana,0,0,0,0,11,3,10,8,3,0,0,4,0,0,0,0,0,0,40
Australia,Departure,9203,Burundi,0,0,0,0,0,7,8,3,5,0,0,0,0,0,0,0,0,0,25
Australia,Departure,9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,9206,Eritrea,0,0,0,3,4,3,3,3,0,0,0,0,3,3,0,0,0,0,31
Australia,Departure,9207,Ethiopia,0,4,6,3,16,10,14,19,8,7,20,8,8,4,3,0,0,6,146
Australia,Departure,9208,Kenya,5,11,10,6,46,53,42,31,26,13,13,13,20,21,11,3,6,0,328
Australia,Departure,9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,9212,Madagascar,0,0,3,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,19
Australia,Departure,9213,Malawi,0,0,0,0,3,3,3,6,5,0,0,0,0,3,0,0,0,0,20
Australia,Departure,9214,Mauritius,0,0,0,3,29,40,40,26,18,17,5,15,20,12,12,8,3,3,244
Australia,Departure,9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9216,Mozambique,0,5,0,0,3,0,9,3,3,0,0,0,0,0,0,0,0,0,22
Australia,Departure,9217,Namibia,0,3,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,13
Australia,Departure,9218,Reunion,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11
Australia,Departure,9221,Rwanda,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
Australia,Departure,9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9223,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12
Australia,Departure,9224,Somalia,0,0,0,0,0,12,34,33,26,32,28,14,12,3,3,10,3,3,214
Australia,Departure,9225,South Africa,34,28,42,43,143,174,155,135,109,116,109,75,53,44,41,40,14,10,1368
Australia,Departure,9226,Eswatini,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7
Australia,Departure,9227,Tanzania,3,0,0,0,6,0,5,8,10,0,0,3,4,4,0,0,0,0,45
Australia,Departure,9228,Uganda,0,3,0,0,4,3,8,10,0,3,0,0,3,3,3,3,0,0,46
Australia,Departure,9231,Zambia,0,3,0,0,3,6,6,12,3,3,5,11,4,3,0,0,3,0,65
Australia,Departure,9232,Zimbabwe,0,4,0,3,33,31,44,32,29,14,23,26,36,29,21,12,3,0,355
Australia,Departure,9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Australia,Departure,Total,Total,10496,7351,5085,5938,28337,40659,27601,16588,10521,7849,7849,9666,11076,10086,5819,2595,1147,586,209236
Australia,NOM,1000,Oceania nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1100,Aust (incl E T) nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1101,Australia,-5033,-344,674,169,-553,674,1656,1011,911,961,521,368,354,151,108,55,27,18,1713
Australia,NOM,1102,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
Australia,NOM,1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1201,New Zealand,1155,561,120,512,1190,640,-231,-376,-198,-133,-127,-181,-177,-76,81,32,24,10,2834
Australia,NOM,1300,Melanesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1301,New Caledonia,3,-3,0,4,-11,0,2,3,6,0,0,3,0,0,0,0,0,0,-5
Australia,NOM,1302,PNG,16,18,15,9,-34,-20,8,-24,-22,-12,-13,8,2,8,0,0,0,0,-34
Australia,NOM,1303,Solomon Islands,3,0,0,0,415,708,510,348,151,14,0,-3,0,0,0,0,0,0,2153
Australia,NOM,1304,Vanuatu,0,0,0,0,631,1211,909,607,376,150,30,6,0,0,0,0,0,0,3925
Australia,NOM,1400,Micronesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1401,Guam,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1402,Kiribati,-7,0,-3,0,24,94,68,42,12,9,0,0,0,0,0,0,0,0,243
Australia,NOM,1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
Australia,NOM,1405,Nauru,-4,-3,-4,-10,-4,-2,4,-3,0,0,0,3,0,0,0,0,0,0,-25
Australia,NOM,1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1500,Polynesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1501,Cook Islands,8,9,5,8,17,7,-4,1,2,-2,-2,5,0,-4,0,-4,5,-3,42
Australia,NOM,1502,Fiji,19,21,27,25,91,221,211,148,104,33,32,-8,8,30,-8,-4,-8,2,924
Australia,NOM,1503,French Poly,0,0,0,3,-12,-3,0,3,0,0,0,0,0,0,0,0,0,0,-10
Australia,NOM,1504,Niue,0,0,0,0,0,0,4,0,0,0,-1,3,5,3,0,3,-4,0,12
Australia,NOM,1505,Samoa,13,15,21,29,661,878,605,416,190,15,4,19,5,9,14,14,6,0,2898
Australia,NOM,1506,Samoa American,0,0,0,0,7,-1,6,-3,0,0,0,0,0,0,0,0,0,0,-2
Australia,NOM,1507,Tokelau,0,0,0,0,0,0,-3,0,0,0,4,0,0,-3,0,0,0,0,-4
Australia,NOM,1508,Tonga,-9,-9,0,14,871,719,367,203,182,76,15,-8,-6,0,-1,-1,-3,-3,2431
Australia,NOM,1511,Tuvalu,0,-7,0,-3,0,-5,-5,-4,3,0,0,0,0,0,0,0,0,0,-22
Australia,NOM,1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
Australia,NOM,1600,Antarctica nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,2000,NW Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,21,"UK, CIs & IOM",974,419,237,89,-508,-913,-626,-146,59,93,-14,-36,-51,18,-37,-36,-27,-32,-523
Australia,NOM,2201,Ireland,88,40,-5,-6,5,-355,-546,-288,-52,-21,-14,-19,-5,-24,-5,1,-5,-4,-1220
Australia,NOM,2300,Western Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,2301,Austria,6,7,9,-5,-14,4,-10,4,-8,4,3,-8,2,2,-8,-3,3,0,-14
Australia,NOM,2302,Belgium,17,6,7,-8,-24,-100,-55,-14,-12,-7,-10,-1,5,4,0,0,0,0,-183
Australia,NOM,2303,France,32,16,-2,-15,-363,-871,-543,-184,-47,-36,-39,0,4,-4,0,-8,4,0,-2071
Australia,NOM,2304,Germany,105,20,-10,-19,-346,-252,-220,-79,-60,-22,-37,-18,-6,1,-7,-11,-14,-4,-995
Australia,NOM,2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,2306,Luxembourg,0,3,0,0,0,-1,3,-3,0,0,0,0,0,0,0,0,0,0,-1
Australia,NOM,2307,Monaco,0,3,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Australia,NOM,2308,Netherlands,45,5,-20,-8,-85,-129,-93,-34,-10,-13,-6,-15,-18,-17,-6,-4,-5,4,-380
Australia,NOM,2311,Switzerland,25,14,2,-16,-18,-19,-6,-26,7,0,-16,0,-2,-3,-8,-4,-4,0,-76
Australia,NOM,2400,Northern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,2401,Denmark,11,3,-10,-20,-35,-19,-22,-14,-2,-9,-13,2,0,-1,-6,3,0,-3,-124
Australia,NOM,2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,2403,Finland,16,2,-11,5,-25,-26,-23,-9,-3,-4,-4,-6,3,-3,4,0,0,0,-94
Australia,NOM,2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,2405,Iceland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Australia,NOM,2406,Norway,12,14,-1,7,-39,-41,-15,-11,4,-5,-5,-3,-5,6,0,0,0,0,-57
Australia,NOM,2407,Sweden,47,13,7,-7,-44,-81,-48,-14,-1,-1,-3,0,-11,-6,-3,0,-3,0,-163
Australia,NOM,2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,3000,S & E Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,3100,Southern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,3101,Andorra,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,-9
Australia,NOM,3102,Gibraltar,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-6
Australia,NOM,3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,3104,Italy,16,-8,-6,11,-127,-326,-302,-129,-65,-36,-16,-21,-22,-3,-7,0,-2,-4,-1063
Australia,NOM,3105,Malta,3,0,0,0,-3,-6,-5,-3,1,-3,-5,-4,-2,2,-5,-1,0,5,-28
Australia,NOM,3106,Portugal,3,3,-3,-4,0,-17,-11,-16,-12,-8,5,-13,1,-18,3,3,-1,0,-70
Australia,NOM,3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,3108,Spain,35,-3,-4,-8,-74,-254,-197,-57,-27,-12,-10,-4,2,-10,-5,2,3,3,-607
Australia,NOM,3200,SE Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,3201,Albania,4,0,0,0,3,0,-7,-6,2,-3,0,0,-2,-6,-5,0,0,0,-21
Australia,NOM,3202,Bosnia/Herzegov,6,0,4,-2,5,0,-8,-3,-11,-14,-13,-26,-30,-21,-17,-14,-11,-7,-152
Australia,NOM,3203,Bulgaria,1,-1,-4,-3,0,1,-2,-2,-9,-11,-5,-1,-4,-4,-8,-1,0,0,-47
Australia,NOM,3204,Croatia,4,-4,0,-3,0,1,-27,-10,-16,-14,-13,-31,-20,-19,-23,-10,-16,0,-193
Australia,NOM,3205,Cyprus,3,4,0,5,0,-7,-5,2,-3,-3,-5,1,-4,-4,0,-8,-4,-3,-28
Australia,NOM,3206,North Macedonia,16,7,12,11,19,30,17,4,10,0,-7,6,-12,-16,-18,-4,0,-3,82
Australia,NOM,3207,Greece,12,-3,-17,4,-17,-34,-25,-17,-49,-27,-22,-28,-29,-42,-36,-1,-12,-5,-347
Australia,NOM,3208,Moldova,0,3,0,0,0,0,0,-2,3,-4,0,0,0,0,-3,0,0,0,4
Australia,NOM,3211,Romania,0,-4,3,3,-4,-8,-3,-5,-14,-20,-9,-18,-5,-18,-17,-2,-5,0,-107
Australia,NOM,3212,Slovenia,0,0,0,0,-3,0,-6,-4,-9,-1,-4,-4,-10,-6,-5,-1,-3,0,-47
Australia,NOM,3214,Montenegro,-4,0,0,0,0,0,-4,-3,0,0,0,3,0,0,0,0,0,0,0
Australia,NOM,3215,Serbia,8,-4,-2,-4,-5,-12,-26,-27,-23,-22,-8,-9,-13,-27,-18,-10,-10,0,-205
Australia,NOM,3216,Kosovo,0,0,0,0,3,4,0,-3,0,0,0,0,0,0,0,0,0,0,4
Australia,NOM,3300,Eastern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,3301,Belarus,0,0,0,0,-3,8,0,-10,8,0,-5,0,-8,0,-3,0,0,0,-3
Australia,NOM,3302,Czechia,10,-8,0,0,-13,-38,-48,-12,2,2,0,-3,-4,0,-2,1,-3,-3,-130
Australia,NOM,3303,Estonia,3,0,0,0,-39,-108,-57,-22,3,0,0,3,-3,0,0,0,0,0,-218
Australia,NOM,3304,Hungary,6,4,0,-6,0,-11,-23,-10,-6,-8,-10,-5,-9,-13,-5,0,1,-3,-96
Australia,NOM,3305,Latvia,0,0,0,0,-3,0,-4,1,0,-3,-3,-7,0,0,0,0,0,0,-2
Australia,NOM,3306,Lithuania,-2,-3,0,3,-13,-22,-11,-5,5,3,0,0,0,2,3,0,0,0,-31
Australia,NOM,3307,Poland,3,7,-8,-3,-4,-27,-81,-45,-10,-29,-10,-16,-25,-34,-22,-2,1,-5,-294
Australia,NOM,3308,Russia,18,17,11,4,-10,10,9,-10,4,-5,7,-6,-14,-5,-8,-5,-2,-3,23
Australia,NOM,3311,Slovakia,0,0,0,0,-7,-28,-22,-17,-7,-6,1,3,0,0,0,0,-4,0,-94
Australia,NOM,3312,Ukraine,37,4,4,4,8,15,7,20,7,8,7,5,5,10,1,-3,-3,0,137
Australia,NOM,4000,N Afr & Middl E nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,4100,North Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,4101,Algeria,0,-3,0,0,3,-2,-6,-1,0,-3,-7,-3,0,0,-3,0,0,0,-23
Australia,NOM,4102,Egypt,65,110,40,13,6,44,121,102,18,8,-6,12,-18,-16,-15,-1,-3,-3,503
Australia,NOM,4103,Libya,0,0,-9,-9,-4,2,3,-3,-8,-6,0,0,0,0,0,0,0,0,-24
Australia,NOM,4104,Morocco,3,3,3,0,5,2,-4,-1,3,-3,0,-5,0,-6,0,-3,0,0,-5
Australia,NOM,4105,Sudan,13,-2,0,3,1,9,10,11,8,10,15,6,13,-1,2,3,0,0,82
Australia,NOM,4106,Tunisia,0,0,0,0,0,7,2,2,3,0,-4,0,0,0,0,0,0,0,8
Australia,NOM,4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,4111,South Sudan,0,4,3,0,10,9,1,10,-6,-3,-6,5,0,0,0,0,0,0,29
Australia,NOM,4200,Middle East nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,4201,Bahrain,14,8,21,7,-2,-5,2,5,3,-3,0,0,0,0,0,0,0,0,62
Australia,NOM,4202,Gaza Str/W Bank,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,-10
Australia,NOM,4203,Iran,105,133,111,97,85,166,352,366,201,112,45,4,-27,-47,-30,-33,-11,-6,1635
Australia,NOM,4204,Iraq,71,174,207,186,193,201,173,112,85,74,74,69,64,49,28,18,5,0,1775
Australia,NOM,4205,Israel,42,7,-18,-14,-86,-76,-16,-1,-13,-13,3,-1,-6,0,-7,0,0,0,-174
Australia,NOM,4206,Jordan,63,24,14,11,16,13,15,-7,2,-2,1,-1,6,-2,4,0,0,0,151
Australia,NOM,4207,Kuwait,26,41,13,31,-1,-13,15,19,7,4,8,4,-2,0,0,0,0,0,145
Australia,NOM,4208,Lebanon,138,66,68,104,150,179,123,104,55,55,49,54,37,19,10,11,9,-6,1214
Australia,NOM,4211,Oman,21,4,-5,4,-44,-7,-2,-2,-1,-3,-3,0,0,0,0,0,0,0,-45
Australia,NOM,4212,Qatar,42,24,2,3,2,-3,7,1,-3,0,0,0,0,0,0,0,0,0,72
Australia,NOM,4213,Saudi Arabia,-26,-93,-56,-10,-139,-536,-390,-152,-69,-17,0,-12,-12,-3,0,0,0,0,-1522
Australia,NOM,4214,Syria,13,22,26,26,37,59,41,30,23,19,18,19,9,9,5,-2,3,0,356
Australia,NOM,4215,Turkey,44,21,10,21,12,-6,19,8,20,-3,10,-21,-18,-30,-5,-5,-1,-3,97
Australia,NOM,4216,Unit Arab Emir,234,164,42,35,7,-5,15,10,16,3,3,0,0,0,0,0,0,0,533
Australia,NOM,4217,Yemen,0,3,3,4,3,-3,8,5,4,0,0,0,3,0,0,0,0,0,28
Australia,NOM,5000,South-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,5100,Mainld SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,5101,Myanmar,35,21,21,27,9,43,74,51,39,18,18,13,18,21,14,4,0,3,451
Australia,NOM,5102,Cambodia,43,31,61,100,69,29,39,30,24,18,7,-9,-3,2,-3,-2,3,0,416
Australia,NOM,5103,Laos,0,-1,1,-2,-17,-9,-10,-8,-1,0,-1,-6,5,0,0,3,0,0,-55
Australia,NOM,5104,Thailand,128,99,127,147,92,0,-30,-14,90,29,19,-2,-17,-29,-15,-7,-1,0,611
Australia,NOM,5105,Vietnam,237,273,343,404,164,5,174,241,245,183,95,9,11,19,4,0,6,4,2421
Australia,NOM,5200,M'time SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,5201,Brunei,4,7,3,4,-4,-2,4,1,5,-4,0,0,0,3,0,0,0,0,19
Australia,NOM,5202,Indonesia,83,-21,39,209,-391,-238,-134,-33,-3,2,5,-11,30,9,13,8,-2,-2,-432
Australia,NOM,5203,Malaysia,170,120,101,87,-598,-457,-249,-135,-48,-45,-50,-28,-5,57,33,32,-6,1,-1033
Australia,NOM,5204,Philippines,426,420,469,454,438,620,896,778,384,158,58,-95,-160,-199,-126,-47,-35,-10,4453
Australia,NOM,5205,Singapore,239,177,111,23,167,-165,-4,-8,3,0,2,8,10,0,-2,6,2,-3,569
Australia,NOM,5206,Timor-Leste,0,-1,3,6,0,-28,-24,-25,-7,4,-3,3,-1,3,0,0,0,0,-75
Australia,NOM,6000,North-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,6100,Chinese Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,6101,China,296,61,315,-574,-10811,-9551,-2258,-566,-137,-280,-569,-840,-1788,-1932,-871,-387,-161,-81,-30149
Australia,NOM,6102,Hong Kong,260,418,468,317,-113,-101,62,263,440,374,200,173,158,69,9,10,-2,-1,2997
Australia,NOM,6103,Macau,3,0,0,3,-27,-14,-2,0,1,0,0,3,3,3,0,0,0,0,-35
Australia,NOM,6104,Mongolia,10,-5,0,7,-17,-41,-104,-60,-22,-10,-13,-12,-15,-10,-3,0,0,0,-282
Australia,NOM,6105,Taiwan,54,16,27,17,-157,-917,-581,-90,11,17,-13,-31,-20,17,0,5,-4,-6,-1638
Australia,NOM,6200,Japan & Koreas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,6201,Japan,122,28,0,-67,-225,-310,-172,-45,-38,-26,-29,-30,-6,-23,-13,-4,-5,0,-838
Australia,NOM,6202,"Korea, North",0,0,-4,0,0,-5,-7,0,-7,5,0,0,5,-4,-2,0,0,0,-21
Australia,NOM,6203,"Korea, South",52,-41,-90,-55,-457,-1031,-546,-225,-130,-106,-49,-57,-15,-14,-16,-1,-3,5,-2790
Australia,NOM,7000,S & C Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,7100,Southern Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,7101,Bangladesh,79,46,33,83,281,180,25,17,20,14,-31,-55,-63,-89,-70,-33,-3,-3,419
Australia,NOM,7102,Bhutan,0,15,6,12,40,128,72,19,18,3,-3,-3,-5,0,0,0,0,0,296
Australia,NOM,7103,India,1242,885,428,1268,4065,1681,1541,1396,576,19,-438,-1159,-1955,-1945,-1105,-436,-103,-36,5912
Australia,NOM,7104,Maldives,-3,-3,0,0,-2,-5,-10,-4,-1,0,0,-3,0,-3,0,0,0,0,-34
Australia,NOM,7105,Nepal,37,46,16,502,2190,1029,233,12,-10,-71,-230,-370,-426,-311,-146,-52,-19,-5,2424
Australia,NOM,7106,Pakistan,346,163,74,291,1379,608,268,91,20,-12,21,0,-61,-47,-32,-3,-13,-2,3099
Australia,NOM,7107,Sri Lanka,167,92,73,135,360,274,342,167,90,54,-1,-35,-118,-167,-187,-67,-15,-7,1143
Australia,NOM,7200,Central Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,7201,Afghanistan,882,810,772,806,988,971,705,436,233,184,150,129,104,70,36,12,8,-3,7288
Australia,NOM,7202,Armenia,0,0,0,0,0,1,-9,-3,3,3,0,-3,0,0,0,0,0,0,-6
Australia,NOM,7203,Azerbaijan,0,0,0,0,0,-7,1,-5,-3,0,0,0,0,0,0,0,0,0,-18
Australia,NOM,7204,Georgia,16,3,0,0,3,0,0,1,5,-4,0,-3,-3,0,0,0,0,0,22
Australia,NOM,7205,Kazakhstan,6,2,0,5,-3,-15,0,9,11,6,-1,-3,0,0,0,0,0,0,10
Australia,NOM,7206,Kyrgyzstan,0,-4,0,0,-3,0,-1,-6,0,0,0,0,0,0,-3,0,0,0,-10
Australia,NOM,7207,Tajikistan,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,7211,Uzbekistan,-3,-3,3,7,-9,-16,-5,2,-5,-4,-3,0,-3,0,-3,-3,0,0,-37
Australia,NOM,8000,Americas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,8100,N'thern America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,8101,Bermuda,4,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,10
Australia,NOM,8102,Canada,182,34,6,17,-23,-130,-137,-64,-18,-13,-15,-22,-4,-11,-11,6,-1,-3,-207
Australia,NOM,8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,8104,USA,620,78,3,-7,-352,-578,-460,-131,-139,-49,-78,-123,-73,-63,-46,-9,-12,-23,-1431
Australia,NOM,8200,South America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,8201,Argentina,14,14,14,5,-48,-308,-291,-35,9,-2,2,1,1,-1,-14,3,4,0,-642
Australia,NOM,8202,Bolivia,0,0,3,4,0,-5,-6,-4,4,0,3,0,0,-3,3,0,0,0,6
Australia,NOM,8203,Brazil,15,13,4,-1,-167,-405,-322,-186,-64,-8,-4,-15,-11,-9,-12,-7,0,0,-1188
Australia,NOM,8204,Chile,9,1,1,2,-17,-165,-174,-50,-13,-8,-2,-6,2,6,5,-2,0,0,-395
Australia,NOM,8205,Colombia,1,15,16,8,-156,-442,-399,-138,-57,-9,-12,-27,-50,-36,-35,-16,-3,0,-1347
Australia,NOM,8206,Ecuador,0,3,5,3,-1,-13,-4,1,0,3,0,0,-4,0,-4,0,0,0,-10
Australia,NOM,8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,NOM,8211,Guyana,0,0,0,0,4,-3,0,0,0,0,0,0,0,0,-3,0,0,0,-4
Australia,NOM,8212,Paraguay,0,0,0,0,-3,-4,0,-3,0,0,0,0,0,-3,0,0,0,0,-19
Australia,NOM,8213,Peru,11,7,8,-3,-1,-13,-12,-14,5,-5,-7,-11,-15,-12,4,0,0,0,-59
Australia,NOM,8214,Suriname,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-1
Australia,NOM,8215,Uruguay,3,-3,0,0,-4,-28,-30,-8,4,3,0,0,0,0,0,0,0,0,-71
Australia,NOM,8216,Venezuela,0,7,5,15,-6,-4,-13,6,-7,4,0,1,-12,-25,-13,-4,0,0,-37
