State of Residence,Migration Direction,Country of Birth SACC Code,Country of Birth SACC Label,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Total 
Australian Capital Territory,NOM,5105,Vietnam,10,10,10,50,10,30,10,10,0,0,0,0,0,0,0,0,0,0,120
Australian Capital Territory,NOM,5200,M'time SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,5201,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,5202,Indonesia,20,10,0,20,30,50,20,10,0,0,0,0,0,0,0,0,0,0,160
Australian Capital Territory,NOM,5203,Malaysia,0,0,0,20,20,-10,10,0,-10,0,0,0,0,0,0,0,0,0,20
Australian Capital Territory,NOM,5204,Philippines,10,20,30,40,40,70,60,30,20,10,0,0,0,-10,0,0,0,0,320
Australian Capital Territory,NOM,5205,Singapore,10,0,0,10,20,-10,10,0,0,0,0,0,0,0,0,0,0,0,40
Australian Capital Territory,NOM,5206,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10
Australian Capital Territory,NOM,6000,North-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,6100,Chinese Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,6101,China,20,30,20,160,1530,250,50,20,20,10,10,20,40,20,10,10,0,0,2220
Australian Capital Territory,NOM,6102,Hong Kong,10,10,10,20,30,20,10,10,10,0,0,0,0,0,0,0,0,0,120
Australian Capital Territory,NOM,6103,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,6104,Mongolia,10,10,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,40
Australian Capital Territory,NOM,6105,Taiwan,0,0,0,0,20,20,10,0,10,0,0,0,0,0,0,0,0,0,60
Australian Capital Territory,NOM,6200,Japan & Koreas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,6201,Japan,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,20
Australian Capital Territory,NOM,6202,"Korea, North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,6203,"Korea, South",0,0,0,10,10,30,10,0,0,0,0,0,0,0,0,0,0,0,50
Australian Capital Territory,NOM,7000,S & C Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7100,Southern Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7101,Bangladesh,10,0,0,10,20,30,30,0,0,0,0,0,-10,0,0,0,0,0,110
Australian Capital Territory,NOM,7102,Bhutan,20,90,50,60,100,180,190,70,20,10,0,0,0,0,0,0,0,0,790
Australian Capital Territory,NOM,7103,India,40,40,20,270,420,280,150,50,20,0,10,0,-10,-20,-20,-10,-10,0,1230
Australian Capital Territory,NOM,7104,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7105,Nepal,10,20,0,130,210,160,50,10,0,0,20,10,10,0,0,0,0,0,640
Australian Capital Territory,NOM,7106,Pakistan,20,10,10,20,50,60,30,10,10,0,0,0,0,0,0,0,0,0,240
Australian Capital Territory,NOM,7107,Sri Lanka,10,10,0,10,20,30,30,10,10,0,0,0,0,0,0,0,0,0,140
Australian Capital Territory,NOM,7200,Central Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7201,Afghanistan,10,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,50
Australian Capital Territory,NOM,7202,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7203,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7204,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7205,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7206,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,7211,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8000,Americas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8100,N'thern America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8102,Canada,10,0,0,0,0,0,0,-10,-10,0,0,0,0,0,0,0,0,0,-20
Australian Capital Territory,NOM,8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8104,USA,20,10,-10,10,10,-10,0,10,0,10,0,10,0,0,0,0,0,0,70
Australian Capital Territory,NOM,8200,South America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8201,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Australian Capital Territory,NOM,8202,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8203,Brazil,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,30
Australian Capital Territory,NOM,8204,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8205,Colombia,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,40
Australian Capital Territory,NOM,8206,Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8211,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8212,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8213,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Australian Capital Territory,NOM,8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8215,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8216,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8300,Central America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8302,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8303,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8304,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8305,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8306,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8307,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8308,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8400,Caribbean nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8404,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8405,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8407,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8411,Dominican Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8415,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8421,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8425,Trinidad/Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8427,"Virgin Is, Brit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9000,Sub-Saha Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9100,Cent & W Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9103,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9107,"Congo, Rep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9108,"Congo, Dem Rep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Australian Capital Territory,NOM,9111,Cote d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9115,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Australian Capital Territory,NOM,9116,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9118,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9124,Nigeria,0,10,0,10,10,10,20,10,0,0,0,0,0,0,0,0,0,0,60
Australian Capital Territory,NOM,9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9127,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9200,S & E Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9202,Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9203,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9206,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Australian Capital Territory,NOM,9207,Ethiopia,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
Australian Capital Territory,NOM,9208,Kenya,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,30
Australian Capital Territory,NOM,9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9213,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9214,Mauritius,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Australian Capital Territory,NOM,9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9216,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9217,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9221,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9223,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9224,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9225,South Africa,0,10,10,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,70
Australian Capital Territory,NOM,9226,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9227,Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9228,Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9231,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,9232,Zimbabwe,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Australian Capital Territory,NOM,9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Capital Territory,NOM,Total,Total,150,290,210,950,2610,1210,740,290,140,60,40,30,-10,-20,-20,-20,0,0,6670
Australia,Arrival,1000,Oceania nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1100,Aust (incl E T) nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1101,Australia,3680,3750,2720,2170,2570,4130,4790,3650,2790,2230,1860,1200,1020,720,450,230,100,40,38100
Australia,Arrival,1102,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1201,New Zealand,2510,1820,1400,1930,3690,3610,2050,1220,880,800,860,750,640,520,310,190,80,40,23300
Australia,Arrival,1300,Melanesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1301,New Caledonia,10,10,10,20,20,20,10,10,10,0,10,0,0,0,0,0,0,0,130
Australia,Arrival,1302,PNG,60,90,100,110,310,350,280,180,130,90,50,20,20,20,10,0,0,0,1820
Australia,Arrival,1303,Solomon Islands,0,10,10,20,290,450,260,200,80,30,10,0,0,0,0,0,0,0,1360
Australia,Arrival,1304,Vanuatu,0,0,10,0,260,440,330,240,150,70,20,10,0,0,0,0,0,0,1530
Australia,Arrival,1400,Micronesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Australia,Arrival,1402,Kiribati,0,0,0,10,40,60,60,40,0,0,0,0,0,0,0,0,0,0,230
Australia,Arrival,1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Australia,Arrival,1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1405,Nauru,10,0,20,40,10,10,10,10,10,0,0,0,0,0,0,0,0,0,120
Australia,Arrival,1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1500,Polynesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1501,Cook Islands,20,20,10,40,50,30,20,20,10,20,20,20,10,20,10,10,0,0,330
Australia,Arrival,1502,Fiji,90,110,140,310,800,1260,1180,920,600,280,170,150,100,80,70,50,20,10,6340
Australia,Arrival,1503,French Poly,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,30
Australia,Arrival,1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Australia,Arrival,1505,Samoa,40,110,280,220,470,420,320,230,120,90,70,60,70,80,40,40,20,10,2680
Australia,Arrival,1506,Samoa American,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,30
Australia,Arrival,1507,Tokelau,0,0,0,0,10,10,10,0,0,0,0,0,0,10,0,0,0,0,50
Australia,Arrival,1508,Tonga,10,20,30,60,500,240,160,110,80,40,40,30,20,20,10,10,0,0,1380
Australia,Arrival,1511,Tuvalu,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,50
Australia,Arrival,1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1600,Antarctica nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,2000,NW Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,21,"UK, CIs & IOM",1700,1250,880,830,5030,7060,2870,1610,1190,750,740,710,670,630,610,480,230,150,27380
Australia,Arrival,2201,Ireland,160,70,50,100,1820,3780,550,260,140,70,40,40,30,40,30,20,0,10,7200
Australia,Arrival,2300,Western Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,2301,Austria,20,20,10,10,30,60,30,20,20,10,10,0,10,0,0,0,0,0,270
Australia,Arrival,2302,Belgium,30,10,10,20,100,210,100,30,20,10,10,10,0,10,10,0,0,0,580
Australia,Arrival,2303,France,130,100,80,100,1480,1580,680,320,160,60,40,20,40,20,20,10,0,0,4860
Australia,Arrival,2304,Germany,280,120,90,330,720,940,540,250,190,120,90,80,50,60,40,30,20,10,3960
Australia,Arrival,2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,2306,Luxembourg,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20
Australia,Arrival,2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Australia,Arrival,2308,Netherlands,90,60,30,40,210,370,190,80,60,50,30,20,20,20,20,10,0,10,1340
Australia,Arrival,2311,Switzerland,70,60,40,40,70,110,90,50,40,30,20,10,20,20,10,10,0,0,700
Australia,Arrival,2400,Northern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,2401,Denmark,40,30,20,20,130,100,40,10,20,20,20,10,10,0,0,0,0,0,470
Australia,Arrival,2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,2403,Finland,20,10,10,20,50,70,40,20,20,10,10,0,10,10,0,0,0,0,300
Australia,Arrival,2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,2405,Iceland,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,40
Australia,Arrival,2406,Norway,30,30,20,40,190,80,30,20,10,10,0,0,0,0,0,0,0,0,480
Australia,Arrival,2407,Sweden,70,70,50,40,200,160,90,50,40,20,20,20,20,10,0,0,0,0,870
Australia,Arrival,2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,3000,S & E Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,3100,Southern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Australia,Arrival,3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Australia,Arrival,3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,3104,Italy,90,40,50,150,770,1100,620,240,110,80,40,30,40,40,50,30,20,10,3530
Australia,Arrival,3105,Malta,10,0,0,0,10,20,10,10,0,0,0,0,0,10,10,0,0,0,100
Australia,Arrival,3106,Portugal,10,10,0,10,30,100,50,40,30,20,10,10,10,20,10,20,10,0,380
Australia,Arrival,3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,3108,Spain,80,40,30,70,470,680,330,160,90,60,30,10,0,10,10,10,10,0,2090
Australia,Arrival,3200,SE Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,3201,Albania,0,0,0,0,20,50,30,20,10,10,10,10,20,10,10,0,0,0,200
Australia,Arrival,3202,Bosnia/Herzegov,10,0,0,0,0,20,40,30,20,20,20,20,20,20,20,10,10,0,280
Australia,Arrival,3203,Bulgaria,0,0,0,10,10,10,20,20,20,10,10,0,10,0,0,0,0,0,120
Australia,Arrival,3204,Croatia,0,10,0,10,10,20,20,30,20,20,10,20,20,20,30,20,10,0,280
